station,years,longitude,latitude,total_crimes,murder,rape,robbery,assault_gbh,carjacking,property_crime,contact_crime
bellair,2020,30.94137,-29.88968,1282,3,12,273,17,15,668,130
bellair,2021,30.94137,-29.88968,1465,11,8,249,43,19,785,192
bellair,2022,30.94137,-29.88968,1566,7,7,375,56,46,660,194
bellville,2008,18.6221,-33.90206,9316,5,35,440,126,14,6403,650
bellville,2009,18.6221,-33.90206,9161,9,53,516,157,9,6110,714
bellville,2010,18.6221,-33.90206,9640,3,39,886,164,3,6052,675
bellville,2011,18.6221,-33.90206,10528,19,42,864,177,7,6713,669
bellville,2012,18.6221,-33.90206,9976,10,28,903,153,9,6366,613
bellville,2013,18.6221,-33.90206,10130,11,38,1136,123,18,6511,601
bellville,2014,18.6221,-33.90206,9954,6,32,1105,141,18,6421,633
bellville,2015,18.6221,-33.90206,9527,5,38,949,122,26,5496,567
bellville,2016,18.6221,-33.90206,9082,14,31,925,115,23,5037,522
bellville,2017,18.6221,-33.90206,8668,18,33,1000,97,27,4560,523
bellville,2018,18.6221,-33.90206,8269,10,37,990,103,23,4449,495
bellville,2019,18.6221,-33.90206,7623,17,28,960,90,28,3992,457
bellville,2020,18.6221,-33.90206,5417,22,34,632,69,22,2951,350
bellville,2021,18.6221,-33.90206,5622,18,34,656,74,18,2884,351
bellville,2022,18.6221,-33.90206,6166,9,48,809,64,30,3016,423
"bellville south",2008,18.64655,-33.91541,2052,7,21,119,98,2,1115,312
"bellville south",2009,18.64655,-33.91541,2259,3,33,136,148,0,1116,375
"bellville south",2010,18.64655,-33.91541,2330,4,20,122,134,1,1102,365
"bellville south",2011,18.64655,-33.91541,2611,3,20,133,143,1,1117,323
"bellville south",2012,18.64655,-33.91541,2598,3,20,175,125,3,1038,356
"bellville south",2013,18.64655,-33.91541,2698,3,21,176,117,5,1199,378
"bellville south",2014,18.64655,-33.91541,2719,9,30,176,140,4,1073,380
"bellville south",2015,18.64655,-33.91541,2642,13,19,175,112,1,961,358
"bellville south",2016,18.64655,-33.91541,2326,6,26,146,106,5,836,333
"bellville south",2017,18.64655,-33.91541,2488,13,24,210,121,5,998,369
"bellville south",2018,18.64655,-33.91541,2155,6,10,201,118,4,967,349
"bellville south",2019,18.64655,-33.91541,1998,16,22,204,122,9,858,346
"bellville south",2020,18.64655,-33.91541,1575,2,17,144,77,8,587,263
"bellville south",2021,18.64655,-33.91541,1781,13,27,152,106,5,727,302
"bellville south",2022,18.64655,-33.91541,1873,3,16,213,97,11,727,344
belmont,2008,24.36647,-29.41678,34,0,0,0,4,0,21,6
belmont,2009,24.36647,-29.41678,42,0,0,0,4,0,22,10
belmont,2010,24.36647,-29.41678,58,0,0,0,10,0,29,16
belmont,2011,24.36647,-29.41678,44,0,2,0,1,0,32,4
belmont,2012,24.36647,-29.41678,40,0,0,0,5,0,26,7
belmont,2013,24.36647,-29.41678,36,0,1,0,1,0,14,3
belmont,2014,24.36647,-29.41678,55,1,1,0,4,0,29,6
belmont,2015,24.36647,-29.41678,50,0,2,0,7,0,15,11
belmont,2016,24.36647,-29.41678,39,0,2,0,2,0,16,7
belmont,2017,24.36647,-29.41678,41,0,1,0,2,0,20,5
belmont,2018,24.36647,-29.41678,53,0,0,0,1,0,34,1
belmont,2019,24.36647,-29.41678,33,0,0,0,0,0,16,1
belmont,2020,24.36647,-29.41678,39,0,1,0,1,0,20,4
belmont,2021,24.36647,-29.41678,25,0,0,0,0,0,10,0
belmont,2022,24.36647,-29.41678,31,0,0,0,1,0,17,1
benoni,2008,28.31337,-26.19655,8817,24,82,1286,267,163,5070,946
benoni,2009,28.31337,-26.19655,9355,39,82,1332,287,196,5471,959
benoni,2010,28.31337,-26.19655,9259,29,72,1218,345,174,5140,991
benoni,2011,28.31337,-26.19655,9068,37,90,1159,378,113,5205,1059
benoni,2012,28.31337,-26.19655,8901,29,69,929,271,74,4903,978
benoni,2013,28.31337,-26.19655,8729,46,52,1044,302,95,4511,927
benoni,2014,28.31337,-26.19655,7788,44,69,1102,325,62,3996,948
benoni,2015,28.31337,-26.19655,7006,58,61,1027,330,71,3494,981
benoni,2016,28.31337,-26.19655,7318,55,54,1008,316,61,3476,949
benoni,2017,28.31337,-26.19655,6910,45,59,938,333,61,3121,940
benoni,2018,28.31337,-26.19655,6623,46,70,890,357,62,3175,975
benoni,2019,28.31337,-26.19655,6662,53,61,988,274,74,3124,876
benoni,2020,28.31337,-26.19655,5020,51,59,786,229,50,2411,746
benoni,2021,28.31337,-26.19655,5742,54,56,853,233,68,2671,826
benoni,2022,28.31337,-26.19655,6046,56,76,906,259,68,2673,889
berea,2008,31.00409,-29.84813,3596,10,15,472,28,79,2263,220
berea,2009,31.00409,-29.84813,3451,2,14,486,30,86,2154,221
berea,2010,31.00409,-29.84813,3516,2,19,398,39,69,2191,235
berea,2011,31.00409,-29.84813,4064,4,11,340,32,64,2823,219
berea,2012,31.00409,-29.84813,3863,2,7,302,29,47,2518,189
berea,2013,31.00409,-29.84813,4114,2,6,342,36,34,2899,184
berea,2014,31.00409,-29.84813,3559,2,8,336,26,28,2486,174
berea,2015,31.00409,-29.84813,3261,3,8,383,30,41,2317,155
berea,2016,31.00409,-29.84813,3702,8,8,616,24,129,2409,183
berea,2017,31.00409,-29.84813,3224,5,3,436,22,45,2068,134
